Size 10,Size 20,Size 30,Size 40,Size 50,Size 60,Size 70,Size 80,Size 90,Size 100,Size 110,Size 120,Size 130,Size 140,Size 150,Size 160,Size 170,Size 180,Size 190,Size 200,Size 210,Size 220,Size 230,Size 240,Size 250,Size 260,Size 270,Size 280,Size 290,Size 300,Size 310,Size 320,Size 330,Size 340,Size 350,Size 360,Size 370,Size 380,Size 390,Size 400,Size 410,Size 420,Size 430,Size 440,Size 450,Size 460,Size 470,Size 480,Size 490,Size 500,Size 510,Size 520,Size 530,Size 540,Size 550,Size 560,Size 570,Size 580,Size 590,Size 600,Size 610,Size 620,Size 630,Size 640,Size 650,Size 660,Size 670,Size 680,Size 690,Size 700,Size 710,Size 720,Size 730,Size 740,Size 750,Size 760,Size 770,Size 780,Size 790,Size 800,Size 810,Size 820,Size 830,Size 840,Size 850,Size 860,Size 870,Size 880,Size 890,Size 900,Size 910,Size 920,Size 930,Size 940,Size 950,Size 960,Size 970,Size 980,Size 990,Size 1000
800,1500,1900,2900,3800,4700,14600,9100,12200,13600,14400,16800,20200,25900,32900,36000,31100,41000,41200,45300,49600,53700,56800,64700,79700,77800,113000,82900,88300,99000,102000,106000,113700,119700,127700,132900,173200,156900,162100,162000,235500,387700,219000,199900,327900,238100,277300,309600,275900,264600,276700,973100,308100,308800,304000,348000,341700,352800,361700,400700,421900,404900,393500,415300,471500,478000,455600,483000,496000,502000,585700,539900,551500,568100,591700,608100,638000,761100,650900,660900,682100,851400,788200,745600,740100,762400,801900,776900,809400,876800,883400,866200,953000,1.45E+06,951500,1.61E+06,960600,1.04E+06,1.06E+06,1.50E+06
500,1400,1500,2500,3700,5200,11200,8100,14500,10900,13600,15300,20200,23300,24300,40400,33900,34900,42100,44900,48400,50300,56800,63700,68900,70400,147600,87800,88200,105300,103200,106300,116700,116300,126100,177700,139900,240600,164200,163300,177800,346100,214500,214800,337300,219900,403100,248900,238000,267200,269600,1.09E+06,273900,303900,302000,325500,329600,359700,357800,476500,399600,387000,396500,415600,462700,467100,461900,478100,513700,521400,604400,563600,572000,663000,653700,600900,654600,633900,644600,664100,769500,721700,1.05E+06,773100,762400,756400,748400,794000,875900,877900,832600,879500,901100,1.35E+06,942300,1.61E+06,1.11E+06,987500,1.07E+06,1.11E+06
400,1300,1400,2400,3600,4900,14000,9100,14900,11600,14400,16900,19300,25200,28000,34300,31200,32600,45500,44600,46600,62100,53800,63000,67800,68600,83900,84300,94600,101000,106600,107300,108600,119600,131600,130000,145000,214600,163500,196100,169000,303600,203600,216600,367200,244200,358000,226700,253000,271500,273500,607900,316500,305200,310300,319700,335400,345900,369500,531600,393400,596200,395100,427100,433700,427200,467600,473100,498000,505600,513900,573000,563000,975700,670500,592500,638600,639900,625800,670800,696400,726600,860200,750800,755200,844300,944800,781600,827700,819800,828800,854700,890600,970500,911500,1.17E+06,1.28E+06,1.02E+06,1.05E+06,1.57E+06
400,1100,1600,2400,3500,4300,14600,56100,11000,12600,13900,16300,18900,25600,26600,36600,35200,34700,38300,43600,46500,55800,59000,63100,68800,72700,79200,81800,95300,96600,99900,106400,118200,126600,128200,132900,145900,190400,158700,175000,177700,316300,205500,206700,336100,223700,249300,241600,244200,309100,270500,480800,310400,376900,315200,311300,341600,345800,363600,373400,377300,595300,407600,434900,431300,450400,449800,472100,499100,509700,504100,540400,546200,1.14E+06,568000,604400,646000,631900,640000,660000,685100,741400,807000,741600,772400,830000,956000,797500,792200,828700,969900,877600,967500,898200,935100,1.33E+06,1.05E+06,988700,1.07E+06,1.03E+06
400,1000,1400,2000,3600,5400,13000,8600,12500,12000,15000,16600,20700,23400,25700,33700,31700,36300,39700,43700,44100,53900,57100,58400,69800,72500,81700,102100,93000,91500,102500,111700,121100,127400,135600,138300,154800,160600,174900,177500,176400,304000,212900,236900,362200,220300,429600,239400,250100,258700,304100,497400,294100,476600,311700,325100,361500,350600,375200,381800,371400,405800,416400,427500,409500,455600,464500,461900,502600,499900,521200,579300,559700,935200,573000,625700,603800,604700,656700,677400,700600,713200,766000,732000,772900,762700,997300,815000,808500,875700,984200,852500,1.05E+06,887500,1.01E+06,1.56E+06,1.02E+06,1.01E+06,1.02E+06,1.04E+06
400,900,1300,2100,3900,5000,14900,31100,10600,11900,14400,17100,20400,22600,25800,41700,30400,34800,38700,41000,44700,51700,64100,66000,65500,85100,77100,95900,92900,99600,111000,115600,110500,132800,129300,143400,143100,218300,153300,163700,178900,282300,204000,213100,378300,234800,362400,250800,248300,260600,289800,653500,294400,307100,313100,313100,356600,337100,382100,386500,477700,504000,408700,426300,470000,460800,480300,485900,500600,483600,523400,588200,573700,608600,578900,571200,656500,617500,651100,837300,778400,679200,756500,730600,807800,783100,916400,822900,817200,868300,874100,854100,924100,1.18E+06,949500,1.62E+06,1.11E+06,1.01E+06,1.05E+06,1.28E+06
400,1000,1400,2500,3900,4900,15000,7600,10800,11500,14700,16000,18700,23800,27600,34000,32800,34700,40600,40600,43000,53300,59300,56700,62700,76400,82800,88200,86400,90400,99800,125900,113700,189900,129500,152000,142800,177600,160700,167400,179900,343100,201400,232200,297300,221000,311500,254800,244900,267900,274400,642100,314800,301700,311500,319900,357400,341800,380800,367400,491300,477200,415800,441700,437200,453200,460700,463700,496300,500700,516100,525800,570600,981500,570600,625100,650800,592300,637000,692400,680400,825600,728300,748000,747100,790600,884700,784500,844700,1.24E+06,888500,854400,913900,1.02E+06,926200,1.63E+06,983200,994800,1.01E+06,1.65E+06
400,900,1400,2100,3100,5100,13600,8300,12500,13400,13400,16000,19000,22800,26700,32200,32900,36300,38200,42000,47100,56600,57800,66100,69300,69900,82200,84600,89200,97300,113800,104800,122700,307300,127300,147300,187700,156700,159400,172200,170000,334600,207800,218300,216800,243300,334700,240500,250700,260200,277600,476700,284000,319100,310700,340500,343100,358100,445700,375500,409700,441700,416500,418800,452800,441100,465300,469300,522400,518800,658200,539100,577200,743700,583900,628300,619500,579000,650500,705800,676500,834400,772900,753600,773300,754400,831800,806100,804900,1.02E+06,886100,910700,886600,932800,942100,1.62E+06,983300,995900,1.03E+06,1.65E+06
600,900,1100,2300,3500,4700,13300,7600,11800,12600,15700,16300,35400,21600,25000,34600,31600,36000,38200,45300,44900,55800,58100,61200,66100,71500,83600,81100,88400,92800,142000,107600,162000,277300,133900,140000,143000,164100,169700,163600,180700,300400,213100,218900,224400,218200,306700,243400,257600,248300,459900,287100,286300,314100,311800,329100,361300,376300,423100,383600,388100,430100,432000,426300,463200,444500,461800,486300,488200,548300,737400,549600,556200,578100,591100,577900,621600,747000,644800,786900,666300,707400,786100,755800,754800,816600,773000,799600,805300,908700,863800,1.03E+06,907900,940600,926400,1.15E+06,953900,955800,1.03E+06,1.63E+06
500,900,1300,2400,3500,5100,15100,8000,12400,12400,14500,16600,19400,24900,26200,33000,29700,35300,40900,48500,51000,54500,67400,59900,65900,73600,71800,80900,87900,95300,113700,111800,115300,286500,130500,144000,150200,154600,159000,205600,174900,313300,210000,213600,220400,224500,398600,234300,251100,258300,259000,297500,286400,333500,306100,331600,356400,349800,392300,406600,410700,532500,391800,438000,462800,443800,464800,461400,485100,591300,523700,583700,563200,567700,548400,594500,642000,720400,641100,803800,672700,870200,981200,702000,741300,801400,788600,820500,1.03E+06,950100,836800,905800,928100,936900,930700,947000,963500,1.02E+06,1.04E+06,1.60E+06
500,1000,1300,2500,3900,4700,12800,8800,12200,11200,13700,17600,25700,24900,25200,33300,32400,33100,41900,42300,47400,57500,56300,57000,72800,72100,83100,84500,92200,99000,119700,106700,128400,192000,134900,149100,189900,166000,170300,179100,181700,323100,301500,222400,270700,308600,344500,242100,247000,264000,303000,318700,307100,308800,322400,320900,350500,353000,373300,381800,397300,690800,431900,432800,471100,448000,481500,461700,493500,501100,532600,557200,578500,598700,578500,605300,613600,634600,646800,662300,671300,804600,794600,738700,765700,913700,772300,982100,880600,1.20E+06,841900,1.11E+06,1.21E+06,963200,990300,940600,993500,999900,1.03E+06,1.60E+06
500,1000,1400,2300,3800,4400,13400,8600,11200,11700,14400,16400,20500,23400,25200,30100,30500,36900,39500,40500,67500,50800,60000,60100,68500,71200,81000,81500,116000,95400,114100,109800,117500,141800,146600,139200,242400,155200,158400,208400,174900,310900,295200,244100,370800,342600,290700,236000,254700,254700,450500,291800,441700,302100,311400,327700,349700,362600,376500,372900,385400,650200,407100,420600,448700,460300,458900,460600,499400,576100,500700,546100,554700,603500,599000,588700,593700,634300,661400,670600,692800,666100,758000,744200,1.06E+06,784500,774100,820200,815300,865500,843500,963200,930100,915500,993800,985600,961900,994500,1.03E+06,1.08E+06
400,1100,1300,2400,11900,4500,23000,8100,12600,12100,13500,18600,19300,24000,28200,34300,34100,34400,37600,43300,49400,53600,59000,56700,67200,72200,81900,84500,103900,96000,113000,109700,213200,141900,144100,138000,258400,158800,161400,174900,165600,303700,286200,272300,282100,219700,326000,236100,359900,261900,280900,362900,380800,302900,309500,330700,326100,330600,367900,396800,378100,656500,421000,429600,438500,474100,474400,457200,477500,498600,630700,555300,580200,592900,597900,600100,634100,717600,639100,770900,677000,719000,772500,729100,1.21E+06,874000,786200,807500,787100,897600,838000,909200,897600,911300,910700,998200,968200,1.02E+06,1.02E+06,1.12E+06
600,1000,1200,2300,5100,5400,13100,7800,13000,11500,14900,16500,18500,24800,25600,32500,32800,32600,38500,45900,203100,56000,72000,65100,67700,70600,79900,81700,406000,97400,112600,113700,148200,145100,138700,139600,177900,173800,167800,156700,176300,325000,266700,190700,315200,235100,311400,246800,243200,259500,269700,605400,464500,309300,329900,338600,345400,343100,389300,387100,408300,643200,407800,436600,431200,452500,467000,492500,505600,490100,675300,532400,549600,573200,595000,592000,632500,647600,660100,778800,690500,716800,769300,746700,907600,848500,784700,798900,799400,952500,859100,912200,899300,1.08E+06,925000,978000,997600,1.01E+06,1.05E+06,1.04E+06
500,900,1700,2400,2900,4700,27600,9200,11000,11700,13700,16600,18200,36100,25900,36300,32200,36500,49300,44500,47300,54500,56100,60700,66300,75100,106600,83300,189800,91900,113400,110100,118700,131900,125800,130600,198500,213700,156600,183200,185500,311100,254700,199200,220500,221100,366500,234500,253200,260900,274100,631200,399400,338600,325700,430300,346000,352600,357600,376900,378800,650800,415400,449300,420500,465300,474300,469800,504600,521800,530200,552700,556300,559200,583000,609900,627900,619000,668900,833400,676600,720900,774500,759200,767300,771100,776500,887600,805900,904300,872200,896700,905600,990300,916400,1.12E+06,985400,1.10E+06,1.05E+06,1.08E+06
400,1100,1400,2300,2900,4600,9200,8600,10700,12100,13900,16200,24600,24900,27300,32200,33400,37300,51100,39300,49100,52900,56700,63900,62900,73000,111600,82200,181000,96400,111200,106000,120400,118700,129200,131500,136900,152200,152500,170200,183000,315500,247400,325200,237700,239700,342100,237500,276500,262900,267800,413500,347500,330800,307300,341400,336100,348900,383500,394300,409700,662700,392400,439100,448700,447100,516700,497700,488900,521500,514800,566200,544200,587800,578100,607000,619500,640400,680200,1.14E+06,774800,680800,778700,709600,777800,777800,769600,866000,828700,849700,864900,918400,905100,917800,941400,1.00E+06,1.05E+06,1.00E+06,1.07E+06,1.07E+06
500,900,1400,2200,3500,5000,9700,7900,11700,13100,15000,17200,23800,22700,27200,33100,32600,40000,39700,40700,47800,51500,52800,72900,66900,71800,138800,83200,134100,87200,109300,110700,118800,122600,131200,138100,193600,288800,168500,163600,172800,326400,243600,335800,240100,218900,387200,238300,254500,264200,276000,299700,311100,383400,311900,327400,331200,358900,391500,371200,374400,691000,396000,433300,438300,522300,488000,472700,484000,525100,525600,535600,545400,568200,586000,593000,612600,651600,674800,673900,672800,764300,753700,738200,848400,813100,765500,778000,796900,890400,874300,873800,913400,1.23E+06,924600,985600,999400,1.01E+06,1.06E+06,1.04E+06
500,900,1400,2400,3300,4400,9700,7800,12500,12600,13100,17000,18900,23200,24100,31900,33700,33900,38900,43400,51800,53400,55500,64200,67300,72500,88700,87300,101100,100100,109300,105800,114600,115400,132800,143600,145000,241800,153200,168800,178900,320000,247000,210200,243400,229100,457500,242300,248700,264800,296000,402600,303700,330700,316500,341900,339100,347300,382300,378600,387300,740900,424300,413700,426900,484300,457700,474600,522100,519100,519700,530700,521000,572700,587100,626600,584300,613400,990000,958700,668100,730900,1.26E+06,747700,764900,781300,791000,737600,801400,844500,809400,871300,1.16E+06,932300,917600,995400,988700,1.01E+06,1.08E+06,1.04E+06
300,900,1500,2000,3700,4900,8900,8100,10600,10800,14700,16100,19000,23700,24600,32100,32600,35200,40300,42700,45400,55700,55900,63600,71100,72500,99400,86200,103800,95200,107600,99700,291500,120500,216500,136700,133200,238500,162300,165700,178800,306100,220600,208300,235600,238400,361800,238300,251100,265200,284800,362500,309200,319800,312700,331200,374400,363500,369700,392100,398900,674100,419200,426600,438300,469800,461700,469100,683900,512100,524600,549100,536800,571000,601600,620100,639300,625100,865400,752500,684200,810300,930000,706100,774600,770200,796500,791700,809200,879300,875900,863500,935900,928000,938100,988300,952300,1.01E+06,1.10E+06,1.03E+06
500,900,1200,2300,3300,4900,9000,6700,10800,13800,13100,14600,20300,25800,25800,26900,29400,35900,40100,44100,49500,52900,53600,60800,69900,73800,85200,84100,91100,97600,106500,105100,110900,117000,126500,140900,144100,155500,165000,174700,175800,363700,223200,236800,252800,229100,402700,241900,414400,458900,276000,302300,345900,315300,341200,317700,370600,358900,362200,381700,407200,726700,402800,430600,428900,429000,483400,501300,617100,506600,523600,562400,562000,584000,585200,621800,657000,633300,701600,841500,664500,856400,763800,728900,779200,731300,786000,779300,821500,849200,868700,888900,1.01E+06,946100,942100,939500,998800,1.03E+06,1.07E+06,1.05E+06
400,1000,1400,2400,3500,4100,9400,7800,10800,11300,13300,16300,19800,23500,25200,27900,31300,34400,36700,45200,45800,66500,56400,61600,68900,71600,104600,82700,95300,92000,102200,104800,126400,116200,122700,143300,152100,159200,158200,188700,165300,295400,216300,259600,224500,223000,420400,295300,394000,337900,288200,294900,275200,325200,314300,333000,370000,360900,387800,379900,408700,629200,442700,422100,439600,446300,490500,495000,482500,483100,516100,565700,540100,581300,589200,652000,618000,623000,658800,767200,687100,762200,785500,745100,775200,760200,785700,801000,821400,864000,856200,858700,929000,1.29E+06,941400,959900,970500,1.02E+06,1.05E+06,1.03E+06
400,1000,1400,2100,3500,5200,9800,8300,11800,11800,13600,16900,21100,26000,28300,31400,30500,38300,40300,40800,128700,56700,59400,60000,66200,72400,81800,82800,96500,97800,105200,110700,149900,118900,126300,141500,150200,161400,164500,170600,176600,320200,226000,219300,262000,238400,391400,290400,251600,291300,292400,289600,304000,298700,308100,335800,350200,345900,372300,368700,376100,506000,515800,406500,446000,449100,479700,467900,506100,505200,520100,558300,533800,604800,592300,597600,711000,618700,777800,755100,678100,703600,774000,756900,740100,752600,1.15E+06,784800,800500,903800,873900,861300,987600,958900,1.03E+06,1.11E+06,932200,986000,1.04E+06,1.06E+06
400,1000,1600,2300,3500,4700,21700,8400,11700,12900,12600,15800,19800,26700,41200,31300,33200,39600,41400,44000,64500,54300,53600,61200,68900,75900,80100,82700,111200,103200,99500,104000,120900,157600,127400,147300,146500,147500,204600,158300,175500,327000,199800,255400,305400,220700,365900,266200,303700,349000,298900,327900,296800,304000,317000,319700,352600,366600,386600,367200,385700,490400,461100,437800,471200,448400,468900,508100,504000,535700,528300,559500,548600,557900,554800,747600,709400,632300,713100,727000,631300,722600,873800,729600,710600,767800,815600,807600,813800,856100,846400,893200,918600,940400,1.01E+06,1.29E+06,1.04E+06,982600,1.08E+06,1.05E+06
400,800,1400,2300,3400,4700,14700,8200,10700,12200,28000,17300,18600,24900,25000,26900,32000,38400,42000,45700,50100,59500,53800,61600,71000,75200,79800,84100,87100,91300,115100,104100,115100,151500,133100,136700,158500,145800,314200,169100,182900,312200,199500,212400,212800,230300,308300,235000,254900,529300,279000,334700,308400,310600,300400,333900,339000,363500,395300,382900,400400,397400,421800,404900,434800,441200,477300,482400,532900,501200,534700,558600,556400,577600,558500,654600,634700,775900,657100,1.32E+06,1.08E+06,693400,766500,789500,757000,791600,801500,775100,821200,889700,839100,872900,890900,921100,940800,1.10E+06,968500,1.01E+06,1.07E+06,1.05E+06
400,800,1600,2600,3200,4900,14100,11200,11300,12200,17300,16200,19800,26100,27800,34900,30000,36100,77500,41500,50500,58000,57100,62300,69900,67900,77300,80200,89100,98700,97700,109900,113500,156300,122600,141100,152700,198000,378100,165000,179500,316600,209200,200800,266100,227300,264700,231700,295000,508200,300700,297600,297200,332200,302200,324400,322200,347900,384000,392100,404000,390100,416400,425700,446400,446800,477300,476400,492400,520400,527600,559400,574900,592100,599000,606600,616800,637200,640100,913200,664500,738500,773900,761100,769000,980600,836400,794000,820000,855700,879500,902400,898500,928100,910600,1.01E+06,943900,1.02E+06,1.03E+06,1.04E+06
500,1000,1300,2300,3200,5100,10200,9500,11600,14100,16100,18800,19100,27500,26400,29200,32100,35900,42200,44800,48500,71400,54000,72600,69900,90300,74600,79400,87600,91600,105100,105400,111400,153300,138700,133800,146000,185700,245800,171600,178600,303800,210100,209200,259300,226900,272900,298700,250700,480800,295600,293600,298000,297200,317900,319100,355200,368400,379600,395200,392300,405200,432700,436900,440700,449700,465700,496100,503300,508000,533000,524300,530600,594600,581000,567200,621600,627500,1.09E+06,842500,949800,696400,816700,736600,744900,785900,797900,803300,843500,842400,871100,1.00E+06,927500,916600,944100,1.00E+06,976800,1.00E+06,1.04E+06,1.09E+06
400,900,1200,2600,3200,4800,10600,7200,12000,12000,16200,17100,18800,26200,24300,26500,32800,40400,38700,41800,47400,53500,61600,59700,68900,92000,75600,85800,86000,93000,104800,118700,176900,153700,126700,144600,143600,149800,222700,189200,185300,325100,266800,198900,220400,220400,261100,247100,249700,436900,264200,292600,300800,314000,316800,333700,344000,347900,389700,378000,408800,507300,418700,429600,449200,455300,474900,501100,493900,511200,557200,564800,534200,559000,607900,600900,617100,633500,617000,655800,709000,720300,763300,735000,749100,796600,801700,802800,816100,858700,876700,1.03E+06,895600,918400,941600,980800,1.01E+06,1.21E+06,1.15E+06,1.06E+06
400,900,1400,2200,3600,4900,12800,9200,10900,12000,16500,17000,18000,22700,26800,28500,31300,36400,43100,43200,47600,74500,56900,77600,68000,89700,75900,125700,90000,101900,105600,108900,111800,147400,118200,140400,189100,152500,184100,175600,176500,328900,349300,217300,216600,221200,290200,253800,263400,396800,269200,370000,275900,296500,317200,337800,354300,355600,611000,375600,397900,397800,408400,479600,429600,462200,472700,498600,479400,496800,547700,536100,565500,723100,577400,765000,647700,617500,716000,676400,668700,755900,724200,742400,777400,771800,799600,798200,818100,928800,870800,863500,898300,1.02E+06,937200,1.02E+06,941500,1.19E+06,1.06E+06,1.09E+06
400,800,1300,2400,3300,4900,19100,107400,9700,12000,16300,16000,19000,23300,27400,27900,32700,35900,39600,43600,45900,54200,62400,62300,72600,70400,78000,117600,99900,98500,107900,104200,112700,160200,130700,137700,207100,148200,174600,165400,174700,306800,269200,224100,231000,227800,321700,260200,260800,419100,277300,282800,314800,324800,317000,329300,349000,350500,398400,384200,387200,393700,403400,438600,448600,462900,472400,476000,515100,490600,533900,536300,581600,778300,584000,596200,605400,612500,792200,658300,690400,1.04E+06,749000,717500,767500,776400,776200,767600,912800,906900,873900,1.03E+06,885300,938300,942500,1.35E+06,946400,1.01E+06,1.05E+06,1.18E+06
400,1000,1200,2400,3700,4900,10200,10500,25100,12200,15700,16800,19800,22700,28300,27700,33200,34200,41200,38800,46600,60900,53300,62800,69900,80400,80200,84300,118100,95300,103400,111400,120800,117800,124300,134300,151700,156000,172800,167600,236500,388500,309100,229300,215900,232700,260800,341800,251500,473000,264000,462700,294900,322900,346800,310900,334500,359200,371700,387400,415200,515700,407900,414500,440100,480100,467700,511400,529600,502400,525300,575800,543600,660300,574600,608000,637200,609300,673900,683900,705000,813300,761700,720000,745700,729800,825100,783000,799900,999900,898000,913600,902200,944500,917100,1.04E+06,978800,1.00E+06,1.05E+06,1.06E+06
500,900,1200,2200,3400,4900,9600,10600,11200,12100,18500,17900,19800,23400,25100,27100,32500,32900,41500,45300,45100,50300,57200,65900,70900,74700,85300,83300,88900,91500,113100,104500,130500,127100,128600,134900,132000,155000,155800,170000,278700,388600,345000,249100,220500,232500,303200,337300,237800,398100,287800,852700,343900,298300,306000,329900,361900,424100,369300,365300,399500,397800,394600,418000,535100,436800,461500,475000,522400,518000,502400,548900,571500,588000,861600,573300,620400,643900,667900,663900,672000,762700,757600,713000,785100,1.03E+06,793500,827100,845600,895300,854300,882900,916300,931100,922000,1.43E+06,1.00E+06,1.02E+06,1.05E+06,1.04E+06
500,1000,1400,2500,3200,5100,9300,11900,10300,22800,16100,17300,19100,21400,26800,28000,30500,36800,42500,45200,47300,56200,56400,70400,72300,76400,76100,82100,88700,91000,106800,102300,118700,133500,130100,147500,140700,149600,158400,171100,177100,353400,331500,232900,292700,208000,239800,320400,265800,452400,332100,911100,357400,324600,319700,335100,360900,356500,363500,386500,395700,396800,409000,438900,549300,440200,444900,489000,522100,524800,520900,677800,550200,588500,613400,613800,633300,623500,653800,1.26E+06,644700,715200,761800,742300,968300,785400,754400,1.02E+06,831400,810600,857400,875800,898900,909000,953000,1.74E+06,977200,1.04E+06,1.04E+06,1.05E+06
400,800,1300,2200,3500,4900,8100,12700,10700,11700,15800,16000,18500,22200,25700,30300,30200,37700,39800,44700,46100,54800,93700,66600,64800,78600,78600,92400,88900,101100,122100,101500,114000,144100,125800,131800,145500,157100,161900,167700,182500,302200,337800,223400,388100,249400,251900,264000,248300,424600,319400,596100,334300,296700,309000,321100,340700,346900,392800,438600,406200,405000,446700,435900,467600,452400,462300,494300,496100,500800,528300,656500,546700,618200,577500,609700,654000,632300,636900,657200,660400,751900,819500,717400,929800,780900,808700,870400,795400,867100,863600,1.47E+06,916500,949200,916900,1.68E+06,996000,981300,1.08E+06,1.13E+06
400,700,1500,2100,3300,5500,9700,12800,10500,12800,17400,17100,20000,23200,24100,25300,32000,35700,41300,43200,46700,51400,97700,61500,68500,71900,76600,111800,92500,146500,106200,105700,111700,185500,134900,136400,144100,158800,158500,157900,175200,306100,325500,209000,445000,248200,261900,260800,261000,426100,429200,527100,322200,339700,332400,323100,353200,364700,346600,409100,378100,401700,407300,430700,467300,538600,433300,483700,491600,527300,535500,527500,720300,587600,726700,606900,632300,611500,616800,686600,677500,793800,727800,696900,746200,793700,789500,804600,819600,856400,829900,928500,895800,1.15E+06,926100,1.47E+06,1.30E+06,1.01E+06,970500,1.06E+06
600,900,1400,2200,3400,5000,11100,25000,11600,10300,17000,15800,19000,21600,27200,30800,35400,34100,37900,60300,43000,48000,69900,63300,68700,73000,76600,88300,96300,134700,104500,106500,115600,121300,140900,131200,158400,146200,155100,163300,180000,329700,341600,210300,358500,387200,258500,267600,265700,497400,310600,498000,313600,298900,306200,376400,363200,367800,383200,377800,399400,421900,415900,438200,475000,472800,456500,474100,511300,503100,498600,548100,577000,582100,737200,614200,641600,664500,654900,658500,681100,740500,1.07E+06,727800,775000,796500,785300,811000,833700,825500,847200,1.04E+06,890600,984600,936800,953300,1.03E+06,1.02E+06,999900,1.10E+06
400,1000,1500,2400,3500,5000,9700,11400,10200,11100,15400,17200,18800,21900,24300,30800,32200,47700,39000,43600,50400,49500,60500,57000,67200,73800,81400,83000,90400,126100,109400,106600,137600,133400,130800,123500,146300,151500,165800,167700,181900,348100,346800,212400,352100,354700,264000,257200,317800,334800,325000,487000,288700,300900,342700,522500,362800,403800,378300,371400,384100,479300,403000,470200,484500,460600,461400,491000,517000,506000,528300,616300,545300,577200,604700,579100,633600,591000,663400,780500,772500,860000,774900,724400,738900,781400,792400,806100,824000,816000,841800,852300,918400,932200,915700,995900,953700,976500,983500,1.07E+06
400,800,1500,2300,3000,4600,10300,25200,11500,11800,17200,17000,20900,23500,24500,29800,33100,36100,38600,44100,49500,51200,58400,60600,67700,75400,80000,77800,86200,151300,110300,107600,133000,121800,137700,136100,139200,164900,164600,170200,189000,192400,325100,203100,360100,396400,244400,249200,364800,287300,285500,358700,301200,309000,316700,318700,355800,391100,376900,446800,372100,437500,425100,423100,449100,435800,473700,488300,481200,527800,794600,576300,568100,575500,602700,598600,621400,617600,671900,677300,684700,1.12E+06,758400,765600,750300,783600,818000,798900,849900,857900,869000,879600,885800,1.10E+06,959600,990300,1.01E+06,971500,994400,1.02E+06
500,1000,1500,2300,3500,4700,8500,26200,11100,12700,16000,15700,19100,23300,24400,33100,40200,35500,36000,44900,104100,52400,79700,63200,65300,77000,80300,77600,92500,147400,97300,108800,117700,120000,121200,142100,143200,161100,167900,166500,181600,233200,338700,217500,374600,353900,260800,244500,385700,257100,276800,303800,389000,299500,320700,329100,339200,370500,386900,432600,411900,403600,444800,427000,431200,461500,444800,482100,510800,514900,741700,559600,535300,584000,629100,600400,635100,657800,631600,709800,682800,996900,774200,721200,767400,756100,797800,807300,819300,900600,904300,879100,894800,902400,945300,1.04E+06,1.00E+06,979700,1.05E+06,1.57E+06
400,900,1300,2300,3700,5200,8200,20000,10900,12400,14100,17500,20500,24300,25200,28300,29400,37400,36600,45900,86300,56200,56300,61800,70200,71200,76000,97300,87800,100000,94700,105600,118000,121900,138000,142400,141300,158400,159600,172100,189700,260400,380900,203000,371100,371100,287600,239600,405700,267800,281200,288200,285300,326400,313000,404600,366300,353400,365100,397000,384300,522600,426000,429600,457500,462900,472700,479300,484200,527300,559400,545900,571400,572900,580800,604700,638400,645700,644300,675000,697200,837500,783000,737200,767800,769200,773400,822900,809800,855300,839600,906000,904300,918000,966200,952900,1.01E+06,1.02E+06,1.06E+06,1.76E+06
400,1000,1300,2200,3200,5200,9400,17100,11700,11500,16500,16700,18500,22300,26100,29800,31100,32300,39500,43700,59500,53800,64700,59500,88300,77000,79200,81900,92400,91200,101800,111400,110900,120100,131500,137800,136700,176500,169500,164000,167900,309900,305500,215500,388800,420400,226000,245200,287600,263100,288700,295400,284400,356500,316900,443000,350300,341300,358900,364000,374700,408600,428100,438000,418500,462100,457000,492400,524900,516500,578500,565300,550700,708100,579500,588400,590100,638200,669900,662100,686000,697800,768500,720100,765800,744300,769900,821000,835700,873800,869900,889800,867900,925200,955500,1.61E+06,1.03E+06,1.01E+06,1.01E+06,1.67E+06
400,1000,1400,2600,3100,5200,8500,17900,18600,12000,16100,17300,19000,23200,24600,30800,32800,35000,38300,41500,45600,49600,56000,56900,79900,79200,79000,90700,84800,98300,98800,164700,111500,122000,142200,146600,159900,259900,153600,159400,178200,309800,330000,209100,378100,359900,255700,235300,259400,263600,302200,332700,395700,290100,321100,452700,360400,345900,386800,380800,381100,385500,418700,417900,450200,443000,472500,476500,507200,600900,497100,528700,544600,591900,588800,618900,650100,588800,650200,1.03E+06,671400,707200,743000,757300,724200,772600,910300,808400,827900,900900,887700,894200,925900,1.40E+06,958300,1.67E+06,957400,986200,1.06E+06,1.71E+06
400,1000,1400,2600,3400,5200,16500,17900,9200,12300,17000,17600,20700,20300,25300,25200,33200,37100,39500,45500,47900,56600,59500,58100,82400,66000,78700,80600,90400,119000,104500,111800,122800,116700,125700,133000,181100,239900,168700,158400,173900,309300,353900,261100,374400,445800,244600,241300,265800,256100,287300,285900,437400,295900,323000,339200,352000,353500,350800,396200,402900,423600,400100,425700,457100,469900,477700,463800,513900,886200,500700,530700,560200,584900,585500,587400,627800,648700,640100,1.17E+06,671900,755500,748500,740700,766400,720800,759200,801700,829300,842800,864800,887100,899100,1.28E+06,902000,1.65E+06,977300,1.03E+06,1.24E+06,1.70E+06
