Size 10,Size 20,Size 30,Size 40,Size 50,Size 60,Size 70,Size 80,Size 90,Size 100,Size 110,Size 120,Size 130,Size 140,Size 150,Size 160,Size 170,Size 180,Size 190,Size 200,Size 210,Size 220,Size 230,Size 240,Size 250,Size 260,Size 270,Size 280,Size 290,Size 300,Size 310,Size 320,Size 330,Size 340,Size 350,Size 360,Size 370,Size 380,Size 390,Size 400,Size 410,Size 420,Size 430,Size 440,Size 450,Size 460,Size 470,Size 480,Size 490,Size 500,Size 510,Size 520,Size 530,Size 540,Size 550,Size 560,Size 570,Size 580,Size 590,Size 600,Size 610,Size 620,Size 630,Size 640,Size 650,Size 660,Size 670,Size 680,Size 690,Size 700,Size 710,Size 720,Size 730,Size 740,Size 750,Size 760,Size 770,Size 780,Size 790,Size 800,Size 810,Size 820,Size 830,Size 840,Size 850,Size 860,Size 870,Size 880,Size 890,Size 900,Size 910,Size 920,Size 930,Size 940,Size 950,Size 960,Size 970,Size 980,Size 990,Size 1000,
83,180,327,483,704,896,1211,1388,1546,2007,2383,2960,3406,3303,3810,4455,5305,7583,5314,6220,7072,7532,8265,8694,8853,10324,11168,11503,12494,13738,13298,14623,14674,17443,17252,17981,20462,21205,20909,23039,23668,24122,26164,26312,30804,31805,32619,33731,30625,34685,36219,82532,65811,39350,43483,42244,61006,44786,47358,49660,53499,51643,53560,55957,54103,56998,63308,62165,65504,70182,71718,72650,118235,77492,79464,79631,85796,84560,89718,93842,90881,90382,100822,100753,102646,103602,105534,113590,119686,113949,118133,124604,128296,129298,132379,164922,133217,139693,137627,136565,
104,187,312,453,676,864,1011,1429,1617,1998,2375,2753,3199,3180,3891,4425,4647,5327,5827,6200,6849,6801,8124,9218,9462,10263,10595,11588,12495,13374,14429,14711,14861,16925,17388,19014,20083,19594,22535,22048,23409,23974,25051,26032,42098,32125,31493,32535,32732,58521,35270,35552,85561,39082,41380,39261,44121,43050,45987,48401,58288,49962,53023,54947,53890,235272,60499,62577,65746,69242,70134,76644,73678,80796,77307,82356,84356,86831,90480,91824,95208,100058,101662,103556,106112,107471,105886,108059,114274,120599,117505,124154,135809,159792,129647,130075,130044,140437,143027,138686,
105,207,348,514,650,903,1147,1321,1726,2026,2219,16090,3380,3451,3990,4511,4874,5300,5248,6483,6768,7469,8437,8947,9939,10180,10971,11343,12009,13075,13778,14243,18147,16692,17539,17787,19234,20019,21358,22441,23801,24055,25120,29327,28413,30114,33920,38861,34203,49851,34476,35559,57577,37606,43865,41232,44051,44692,47066,48978,67518,53724,54506,53485,56473,60185,59116,61897,65477,72920,71656,69689,73809,77017,80064,81225,87410,88993,86680,90720,96678,96307,98262,99926,106833,109527,106308,104900,129204,114158,115240,116960,121895,132711,129522,126705,133465,136047,138379,146332,
113,235,350,516,740,898,1093,1429,1598,1930,2370,2661,3391,3281,3855,4209,4817,5426,8163,6391,7127,7597,8618,9593,9207,10081,10358,11398,12192,12246,13127,14629,28862,16659,45186,18513,19300,20596,21240,23189,24643,24304,26365,30398,27934,30828,30276,47537,32728,33867,35369,56684,36690,37925,44103,42460,51767,46617,81687,47841,49854,50335,52090,53973,56233,60115,61927,61315,63251,70778,73541,73389,73890,77249,79052,80558,84680,86769,92449,93415,97295,98698,103260,98177,114279,106382,110239,120973,108751,116538,115463,119094,126147,128506,126186,139595,137965,141145,144366,141943,
84,195,328,541,709,881,1112,1424,1579,2049,4521,2721,3384,3388,3833,4357,4941,5488,27129,6167,7105,7083,8427,8170,9628,9960,11724,11793,12468,12987,14266,14874,16400,16539,17551,18688,18782,19159,21712,22695,22668,23749,26285,28723,27880,31668,33945,29443,32577,34275,35936,51942,37845,39065,43509,43764,44352,45210,45464,45601,46131,50375,54017,54480,58032,56133,62919,61324,64880,71464,70872,73843,74517,80087,81297,78686,86392,90159,90674,94258,95424,102250,98368,100711,100659,103390,107665,109124,111820,112885,110931,120050,126220,140488,125676,128238,138903,134001,132380,145536,
114,186,329,503,663,949,1177,1398,1779,2040,2342,2686,3315,3748,3746,4676,4717,5088,6280,6702,6878,7605,7846,8848,9157,10676,10339,11513,12155,13941,13925,15286,15986,16402,18417,18149,19829,21060,21033,23388,22581,24163,24725,29040,28434,31568,30974,31237,52766,33913,34974,35820,36956,37670,44556,40980,43600,43418,45839,50020,49875,51534,53962,52292,56691,54640,63084,59944,65154,66019,72006,75379,73181,77151,77046,81809,88202,89306,93935,88692,95406,97668,98877,104528,100548,105149,106305,108165,115504,115553,130409,118781,120410,123240,127846,125801,131343,138858,132538,143741,
80,253,324,485,710,893,1139,1393,1774,1709,2253,2817,3315,3422,3671,4367,4675,5188,6476,6621,6852,7694,7898,8760,9391,10049,11388,11496,12114,12535,13888,15227,15051,15964,17089,18872,19927,20343,21622,21712,22785,24070,26301,29680,27379,31809,64859,32340,36588,33594,34490,35061,37818,39285,59250,64448,46113,43122,46410,49505,51391,50031,52553,67129,56848,58057,64093,63518,66882,70495,69279,73090,74110,76905,82536,80588,87160,91427,91775,90749,94200,98831,98059,102298,95436,104185,104573,113725,111202,119784,123299,123309,130889,128152,125743,129302,131819,137465,138953,145157,
113,204,371,513,658,918,1096,1458,1719,2105,20527,2451,3333,3403,3815,4430,4688,5479,6273,6179,6986,7319,8327,8855,8526,10218,10980,11969,12150,13881,14143,15344,14523,17324,18071,17874,18649,19950,21879,22942,22613,24427,25269,29965,27432,47315,33311,31717,35487,33822,57978,36263,37777,39685,64251,53652,47919,94453,48597,47521,49404,47594,54091,57893,56095,58871,61144,63686,62901,68653,70236,71976,75104,77294,77543,82772,101187,89887,89949,94136,92054,95021,98507,100931,102790,108829,109540,114350,114093,111174,126140,123626,124779,127188,133457,127697,137762,140728,141073,144493,
106,206,375,545,692,920,1183,1430,1707,1899,2457,2814,3111,3326,3733,4438,4588,5374,5690,6330,6936,7520,8103,8629,9129,9688,11440,11562,12294,13317,14655,15535,15763,17362,18144,18480,18821,19931,20953,22289,24380,25672,24895,63575,27990,31942,45484,32887,35949,34960,49628,36146,39034,39285,40072,43306,85468,48511,45951,46828,48922,89505,53264,96501,70091,59161,61170,63308,65839,70619,69721,75379,71455,76758,76400,80390,85876,87957,90092,95141,94753,99629,101093,100866,101668,104787,109566,108057,117618,116436,120343,120073,125953,123226,129957,126905,135124,132181,143292,145314,
95,197,330,566,667,861,1184,1330,1700,1983,2340,2649,3288,3464,3816,4446,4763,5529,6511,6758,6722,7486,7503,8872,31396,10069,10956,11605,12403,13509,13538,14308,14843,15962,18007,18274,19659,21694,21989,22756,23887,23023,25071,28897,28379,31177,30080,29591,39212,34303,33486,36181,38383,38850,40777,41611,44019,44250,46821,48736,49008,50939,52023,55221,265590,59812,60132,61981,64118,68686,71148,76318,75945,78209,93817,81866,88167,88825,89793,93982,94425,96845,100136,98500,103634,103438,107462,113609,111230,117888,126580,120830,127624,128081,126642,126239,133855,138669,148743,142744,
86,246,333,491,693,1007,1129,1423,1618,1869,2567,2503,3156,3745,3620,4125,4395,5512,6275,6349,7135,7289,8167,8987,10344,10041,11626,12607,12562,12932,14227,15075,14725,16580,16992,18551,18801,19957,20758,22973,22554,26460,26166,28938,28447,30988,31301,32324,34370,33420,34869,37135,38175,40276,39857,42162,45074,45356,45710,80587,80837,49571,55162,53986,58420,58338,63566,90235,64813,70655,73085,71396,76936,76030,83457,81998,86233,88296,88117,95098,94041,96612,97054,104068,97336,110819,106299,111097,115785,116022,123799,118198,121607,127223,130351,131140,124137,138301,139695,141690,
96,220,361,479,724,852,1039,1369,1713,1922,2398,2673,3366,3312,4005,4088,4450,5175,6272,6283,6600,7634,8093,8833,10095,10186,10290,11844,12356,13276,13930,15233,15597,16186,17261,18607,19336,23942,19468,21971,25003,24802,25889,28459,28975,31080,32142,31095,46290,33579,34330,59387,37724,39076,42154,43593,51398,46131,45680,67460,95421,50302,54744,55559,57927,58776,62779,80634,152415,71715,71269,73214,70217,75259,81221,92405,84474,91801,90330,92339,130465,93525,99690,103996,101006,104781,106448,110295,109399,118733,118787,121134,122573,124319,126393,124833,134927,143699,143740,141210,
119,194,383,510,719,869,1070,1477,1680,2114,2629,2690,3105,3333,3988,4006,4750,5104,19311,6420,8666,7334,8241,8847,22984,10315,10884,12425,12605,13036,13163,15205,15280,16842,17132,18441,20446,44277,21984,23363,23365,24589,27191,29035,28461,31017,29999,31068,33131,33387,35376,39820,37223,39342,42216,41535,88708,44511,46079,46620,53462,51133,56224,56140,57766,58153,62575,61884,88511,72285,71582,76678,72617,76633,84137,82683,87426,89102,91477,92471,95376,125755,96661,97575,97517,122419,107141,110496,114844,114444,118265,120416,126888,127118,125693,125213,136078,140350,143120,139780,
80,176,346,511,703,966,1183,1227,1657,2049,2398,2584,3136,3418,3808,4320,4654,5826,6003,6374,25433,7527,7902,8529,8966,10408,10783,11068,12278,13608,13355,15087,15970,16850,16887,19365,19203,36795,42784,22374,23509,24716,25298,27174,27848,32348,31308,32115,33680,32864,35010,39736,38073,38473,44096,42307,45100,44773,45914,48187,66987,52053,52795,56569,57233,74672,67670,60915,67050,70662,69390,74232,109279,77228,84052,84217,87102,86808,89861,92026,95426,98758,98655,117587,101276,113346,110367,113354,113819,116292,131192,121637,126266,127255,131515,125265,126240,142127,138045,144766,
125,208,391,486,682,922,1134,1309,1599,2131,2516,2611,3179,3469,3806,4045,5152,5219,5819,6537,7371,7813,8141,8353,9428,9550,11124,11982,12412,13487,13534,14802,15646,16169,17445,18711,18337,20754,22950,22591,23973,23954,27232,28363,28749,63926,30678,32570,34354,32611,35713,41243,38476,38949,42120,42198,44978,44295,44554,47494,54012,48311,54018,56493,56986,57859,60853,62127,66233,69365,73308,77261,74179,77961,82404,87012,87178,99922,89209,127806,93748,98055,98703,104118,104149,111113,107369,110986,115968,117795,114631,128144,125399,128550,127954,126482,132454,134072,139925,140981,
104,207,361,529,706,899,1099,1371,1614,1850,2535,2587,3383,3330,4053,4372,4844,5177,5784,6155,7610,7541,8310,8738,9670,10018,11333,11296,11988,12948,14138,14643,15539,219119,17910,17859,19032,19746,23039,22446,23748,23416,25847,29074,27087,29373,30460,30058,33729,33979,35920,38689,38385,37152,42298,42605,44053,44591,48011,48713,52979,50966,52543,56166,57791,59314,60280,62181,67210,69489,71200,71851,72264,79522,82187,81187,85661,88849,90339,94179,94435,109883,101397,105590,99200,111802,109038,112071,116746,114378,121361,121555,119686,121787,128144,122669,134760,135262,140351,140416,
102,228,357,502,699,904,1125,1412,1543,2001,2608,2503,3447,3735,3675,4318,4798,4893,6217,6437,7667,7334,8221,8380,9255,9804,10373,11513,42420,12991,14171,15102,15401,16954,16517,18246,18826,20246,23191,21198,23993,24809,24871,29619,28314,31215,54739,31307,33972,34163,36068,38792,38035,38808,43205,42446,42478,44296,46172,46632,50537,50477,57143,55514,56078,58663,65068,61419,67184,72840,71500,74518,72275,90889,81664,79098,83793,89399,91372,93193,93504,95568,98544,102672,99270,114660,105002,112166,112265,120198,114567,121126,124175,124129,128775,129135,134259,133034,147449,141756,
103,205,328,448,756,909,1167,1513,1641,1923,2389,2532,3381,3226,3774,3805,4826,5368,6036,6111,7319,7141,8802,8778,9234,9866,10864,12067,13654,13693,13891,14939,16242,15741,17808,18497,19791,20201,26084,21698,23158,24829,26135,28743,27308,43190,46497,31269,31405,33180,36760,37775,39341,39947,39519,43426,43586,46682,45124,47777,70298,50153,54887,56449,60005,55430,62461,63314,66184,69781,71421,72944,75901,80761,80376,84135,87439,89644,94990,106454,93359,95006,114911,105914,103142,104569,108087,110798,115170,116260,119769,121682,121436,124701,125239,142440,132011,139677,139898,139050,
101,179,294,501,678,901,1105,1395,1734,1896,2307,2566,3369,3243,3718,4250,4260,5535,5773,6248,20833,7635,8414,8457,9742,10132,10781,11791,30239,12495,14097,14853,16174,17182,17442,18116,19762,19894,42032,21780,24287,24080,25138,28307,28444,28607,29740,31864,33584,33414,56236,49185,37930,39262,42520,40786,45580,47501,46125,48688,72859,50200,52453,55088,57473,59181,59923,63175,64253,70325,72658,72658,74284,76802,80107,85197,94789,90954,92152,91141,93334,95904,104311,101676,104401,112529,112641,112913,115783,111852,117747,118572,120525,122385,129741,130385,134072,134524,140264,145656,
93,218,345,505,746,898,1161,1291,1655,1950,2451,2688,3233,3467,3987,4063,4804,5947,5578,6688,7144,7871,8043,8920,9106,10262,11045,11063,12275,13754,14264,15072,15431,17024,17839,17469,19408,20332,21192,21664,24682,23083,25790,28440,28261,28530,31591,31442,33140,34390,37748,36631,36470,40590,40946,42812,43613,44342,47827,48898,50245,51378,53069,56381,59237,58014,61897,60674,64774,70015,71196,73929,72897,78663,82946,86322,87339,91578,92712,90321,94142,92607,104409,106505,99867,108918,108466,106168,108601,115327,123196,121399,127667,138958,126403,129364,135135,138184,139641,148344,
104,236,290,534,669,922,1136,1385,1746,2003,2491,2738,3337,3276,3794,4436,4786,5193,6099,6141,6998,7236,8405,8693,9581,10154,10217,11480,12453,13762,14081,15213,15001,16413,17277,17875,19827,20313,20407,22086,23285,50661,25438,28829,27469,49021,29811,32147,31985,33582,68455,37128,37648,40144,40157,42064,44412,46147,45705,47060,51125,48867,53074,54815,57893,58212,60415,60431,90464,71419,70702,75414,72331,83762,80070,84818,86529,91485,92221,89860,98163,94051,101072,108539,101364,110445,113531,110810,119213,119523,120073,117571,121216,118212,126198,134908,132633,131029,137494,140912,
103,191,335,561,711,909,1140,1307,1708,2151,2429,2745,3546,3275,3917,4328,4961,5168,6090,6546,7096,7114,7448,8666,9287,10452,10785,11557,12270,12492,13372,14693,15221,17896,17487,18772,19407,20426,21551,22550,23664,23767,24778,46102,27175,30205,30640,31008,33231,33838,65854,35690,37700,40796,41496,41595,43385,45676,47622,48169,83548,79409,52859,52471,54226,58986,63068,59487,84237,71138,71335,70386,71864,84239,77279,83059,87189,89320,95209,91660,96829,95241,105655,104193,96896,106867,109690,115634,112036,111013,119417,116214,122051,123329,129605,130035,131043,140839,141776,143292,
90,189,349,4100,630,939,1072,1339,1634,1990,2740,2627,3261,3423,3629,3982,4652,5108,6097,8296,6770,7654,8034,9083,9343,10300,10699,11299,11922,13812,13872,15265,15683,16270,17627,19070,18653,19763,21334,22803,24446,23668,24909,59474,27779,31373,29368,31585,33497,31986,38603,36753,37329,39701,40959,41844,43666,44410,45725,46948,51273,65976,55728,57125,71946,55702,60677,63204,63776,71907,71423,75482,74182,78799,82556,80802,85088,90054,89064,86827,94208,95025,101491,118298,101477,111918,108944,112835,110926,117519,119701,126198,121509,128860,128278,127295,134923,137239,141050,140160,
103,184,346,793,680,965,1171,1473,1704,1935,15870,2651,3047,3397,3847,3966,4672,5437,6215,6652,6916,7083,7820,9401,9079,10157,10880,11815,12226,13758,13260,15222,15593,15853,16365,18560,19122,19814,22432,22170,22610,24162,26487,29716,28566,30771,31392,32038,32846,34883,39612,37342,38374,37390,40776,58556,44208,45167,45769,89168,51459,50306,52765,55212,101435,58545,62781,61258,66224,68819,73166,69346,74657,81263,83761,84024,86486,92827,86615,90026,92174,94081,102413,103811,121006,119564,109608,114829,112944,115374,117993,136488,125190,123484,131686,133048,130588,138272,135934,145726,
92,184,356,618,643,845,1061,1395,1711,2106,2449,2730,3239,3417,3759,4468,4937,5021,5546,25038,7069,7458,8138,8865,10073,10181,10835,11822,12181,13595,13905,14945,15298,15953,17822,18075,18146,20133,20711,22604,22954,24114,43036,29297,51139,44648,30305,30090,33670,33476,51685,36587,42201,37880,42326,45196,43457,45717,82894,47445,50093,51994,52997,56587,56972,55249,63406,62847,105853,75935,70511,72312,84537,77895,80025,85264,89712,88059,89711,88596,93615,93220,101987,100098,106422,107925,106092,113705,115417,117873,116278,121267,123866,121978,129716,131440,136887,133444,139059,141091,
94,204,350,669,702,900,1140,1310,1773,1972,2171,2742,3181,3567,3688,4399,4571,4903,5857,6790,7170,7397,8226,8808,9723,9716,10789,13475,12083,13118,14927,14574,15856,16823,18724,18738,19115,19912,22393,21425,24391,24609,29276,29592,42389,30260,31779,73032,32861,55342,33858,36261,35699,40099,40530,45240,45837,46088,46462,47220,51910,51021,54081,76732,53488,57736,65248,90772,63768,106246,71099,73730,79611,84502,82346,83616,86083,99188,90745,91915,95744,91548,102435,101310,107980,110311,112145,112220,113876,114371,114351,117943,123836,129299,130512,135703,128326,137706,142114,144358,
95,209,318,488,685,875,1173,1275,1622,2096,2461,2812,3158,3444,3940,4555,4436,5034,5953,7311,6464,7545,8330,8926,9139,10160,10611,36109,12648,13182,14018,14517,15738,16105,17118,18844,20130,20634,20441,21951,23231,23458,29371,29050,26059,29969,30313,30850,33152,49881,34588,36357,37840,40364,40519,46018,42834,44101,48212,46727,51556,86543,55289,69526,54652,55491,65840,85449,67668,68409,69021,71259,77033,76653,81889,86463,110030,88335,88343,89422,98819,95664,117108,101614,105972,107141,107943,111106,115494,115019,122709,118459,120918,124628,128924,131370,135991,141424,142305,142210,
93,180,317,511,720,810,1260,1453,1711,1879,2252,2756,3412,3686,4079,4276,5006,5574,5860,7129,6923,7721,8030,9297,9272,10259,10943,12903,12618,12730,14176,14426,14948,16167,17294,18015,18903,20634,23406,21556,23047,24903,27874,28680,27268,28951,31540,31212,33759,57352,35390,34922,37301,40601,42212,46368,43179,49589,46368,46878,49328,50973,55846,54049,55624,59465,63010,63039,66488,68467,68787,72408,76452,79212,83399,84813,89022,85763,90312,89029,97514,94765,102263,104119,111675,106770,113724,111252,146616,117204,118184,116865,124690,137677,129698,133255,139933,131222,140255,136230,
128,208,337,491,805,790,1140,1360,1668,2016,2341,2658,3317,3616,3592,4219,4789,5419,6160,6608,6714,7600,7964,8403,9608,10049,11070,28964,12344,13357,13866,17078,15125,16359,17881,18799,18940,19577,23680,23040,22239,26064,28489,31692,28375,29983,29608,31263,32231,67012,36210,58416,50156,39319,40473,48558,44274,93410,48865,46371,51106,50874,69396,54352,55901,59717,77228,62729,67658,73636,71499,88134,76509,82816,80570,82125,86984,93312,104245,87156,93563,95099,97504,99569,107401,107044,111313,112739,114606,117553,121871,118672,117121,125112,124946,131178,131386,139880,140263,139035,
97,195,342,437,725,877,1112,1391,1552,1855,2314,2747,3424,3323,3753,4141,4591,5541,5860,6926,6986,7455,7445,8405,9466,9999,11038,11409,12800,13099,13421,15161,15212,16585,17949,19890,18549,21183,20849,22367,23944,24599,26342,43640,27871,27786,29698,31120,31560,37140,34657,48532,37502,40138,40641,44924,41501,42744,48887,76944,51943,50584,56564,55264,78894,57387,67084,62615,67750,80559,71594,79102,74519,76147,81126,85397,86139,83998,95126,89615,93635,91445,98612,101019,105250,102774,107141,115256,119510,117533,116880,117469,123274,126269,126938,132867,135623,136756,143185,141357,
90,198,359,485,704,885,1166,1315,1736,1896,2336,2820,3149,3289,3773,4241,4732,5158,5770,6503,7162,7525,7897,8868,9583,10609,10768,12259,12570,12907,13950,14757,15810,16908,16251,18396,18609,20117,22555,22199,23601,25779,26627,27334,28030,29950,30201,30624,32705,35610,35362,34888,48903,37722,40998,44801,43691,43823,47382,61771,47466,50661,53727,54989,73073,58669,64545,62363,63271,89036,69591,75317,75816,80830,84186,82422,91137,91755,95337,88375,94387,95742,97372,99612,107593,106864,110595,108206,113393,118825,121048,121220,120233,126024,127163,127625,134599,133047,139085,143447,
96,211,330,488,677,922,1149,1246,1639,1995,2366,2803,3237,3478,3898,4110,4578,5517,5589,6045,7206,7606,8581,8888,9180,10062,11059,11787,11944,13086,13947,14443,15515,16557,17577,19221,18976,20727,21601,21866,23827,23956,37053,27559,28833,28613,30081,49493,30244,37046,71826,37127,43732,37680,40160,43631,42487,46219,45621,45772,50173,51250,53483,55227,53996,99290,66037,65207,64956,67787,73909,75763,75472,78991,82562,81690,86109,90644,89188,89081,96838,94676,101894,99280,107572,105194,107956,110730,110295,114530,120424,118098,123530,130133,132954,128400,130333,136312,141477,147060,
108,202,334,18757,772,892,1042,1376,1603,1982,2499,2662,3222,3490,3978,4089,5008,5336,5600,6276,6848,7441,7744,8624,9260,9623,10857,11273,12603,12766,36318,14205,15230,15900,17174,41481,18876,20809,20018,22025,23349,25077,30665,26603,27771,28092,28050,46040,32424,35919,35771,37126,52282,38726,41605,44561,42765,44859,45683,47446,49455,49437,53842,55743,56594,75935,61314,62292,65218,67149,71456,75658,73547,81950,95263,82958,88094,87833,95154,90238,90637,94093,98724,104161,119974,102586,109725,108431,115251,117659,118986,132898,125667,119659,127777,139714,135764,137132,138364,145900,
112,225,338,660,658,914,1092,1385,1765,1873,2299,2520,3510,3286,3719,3837,4448,5177,6053,6863,6798,7940,8116,9138,9698,10380,11159,12012,12993,12925,14428,15578,15889,16672,17785,19600,19353,19999,21411,21199,23322,24475,29092,26761,27195,28843,30257,31180,31656,35681,34910,35799,48640,39437,41450,45758,89564,42238,47242,46690,48529,51865,54728,56329,56339,60569,63738,65197,67530,70514,72714,76760,75463,74001,76941,81851,85527,85321,93160,89359,97034,92470,98461,103854,104956,106653,109143,113557,108625,115709,115176,124070,121991,131103,127396,130229,130883,136599,138195,142632,
95,217,322,542,700,844,1170,1364,1813,1982,2336,2649,3368,3480,3756,4174,4814,5677,6291,6421,7146,7727,7689,9549,9755,10018,11341,11010,12046,13501,26658,14493,16081,16383,17669,18481,19737,19401,20600,21491,22891,23913,26753,25651,27343,29157,63889,32702,50702,36555,34693,35704,51358,38873,41359,44238,60765,46874,44957,47364,50650,52299,52302,54506,55555,58442,65682,65485,64036,69608,68264,77762,76152,81408,81575,120674,87555,90400,96227,90816,96589,91903,99307,102093,103281,102776,108493,109674,113527,113448,117014,119606,120688,126044,129046,130065,131859,138013,140593,144015,
113,218,331,486,668,843,1138,1399,1802,1820,2319,2686,3260,3297,3947,4349,4769,5125,5910,6423,6966,7441,8162,8784,9441,10242,11071,12453,11892,13423,13825,15086,15015,16876,17364,18698,18875,20195,21874,23297,25401,25267,27541,26136,27738,34071,32190,31472,33914,36484,34787,37474,46052,41364,86752,45718,41447,43496,45755,48100,96243,52210,55740,56953,58108,57595,64536,62461,65255,66304,70502,74353,72827,79926,78535,85776,88874,86761,89023,93591,93448,93818,99207,98288,103352,111564,108831,111403,115317,116166,119977,114608,121539,125689,129658,126035,135013,141368,142107,138610,
85,222,332,566,713,816,1149,1352,1604,1995,2163,2542,3036,3629,3904,4248,4754,5452,5900,6513,6718,7046,8099,8224,9479,9689,10337,11598,12509,13164,13802,14793,14715,16829,17649,18479,18413,20547,21113,21918,23257,25803,26977,25228,28410,49717,29146,31534,36804,36863,35248,36529,43122,39280,40178,46882,41898,43670,46118,48084,49351,50210,57437,56436,56023,60339,66390,64441,65999,68570,71499,74060,77892,77521,78715,80039,83535,89015,95208,87008,95163,93886,101088,102190,110146,104834,105154,109836,115035,117001,117905,123933,123608,127509,127066,125511,134449,141178,154137,141410,
87,189,380,586,694,934,1178,1513,1470,1937,2355,2529,3150,3408,3728,4447,4811,5306,5755,6549,7233,7871,7847,8412,9439,9982,11219,10638,12111,12920,14595,14239,15868,16163,17090,18017,18636,20611,21836,21954,24422,24854,27108,27539,27774,43511,30938,32808,37839,35589,34203,35694,49212,40920,40020,48644,42742,45191,46164,49100,47909,50166,57655,54642,72757,58445,60547,66731,66137,70268,70056,74344,72714,77914,78760,88409,86977,85956,91131,88697,95882,112016,97216,101746,107847,103550,107876,151040,113652,117362,119731,119211,122374,123731,126903,130447,136487,135611,137783,140301,
93,204,323,533,732,917,1133,1362,1598,4227,2406,2621,3149,3397,3859,4248,5044,5247,5661,6776,6462,7435,7924,9546,9151,9751,10763,11592,12503,12647,14215,15009,15499,16000,17420,17942,19848,19677,23009,22310,23794,24518,28641,26619,26712,28585,29747,30568,65699,36014,35311,35446,43643,40002,40473,44484,43395,44652,45984,48326,47818,52458,53979,55068,57981,58129,64231,65244,70048,68667,70811,78237,93018,76052,81354,100620,83362,86141,92117,88404,93923,100633,98948,104869,102526,110156,109386,110578,115465,114882,117307,122043,126808,123551,126485,135038,130474,139069,137490,138468,
111,249,323,516,719,877,1101,1403,1598,1992,2167,2586,2987,3564,4009,4422,5011,5128,6166,6756,6776,7360,8238,9096,9630,9388,11249,11079,12132,12833,13988,15581,15112,16364,17619,18301,18859,20419,22988,22298,23085,25195,25833,26248,28845,28466,28914,31626,34432,38622,36386,36237,46895,38902,39956,45957,42863,45066,47238,49077,49612,51964,56898,54688,108624,59026,64636,63976,113541,69441,72632,75236,78113,77248,81782,82512,84667,88549,92614,92134,94661,96972,99229,102270,107779,105799,107183,110978,115321,115143,114415,117721,123545,126015,128462,132423,131556,134441,133596,143624,
89,200,332,535,687,818,1158,1306,1618,2001,2321,2702,3208,3087,3888,4581,4936,5072,5778,6422,6875,7479,7993,8493,9492,9748,10613,11286,11903,13509,14068,14541,15309,15955,17431,19271,19646,20035,22413,23027,24531,44030,26147,26643,28180,29129,30045,32060,33278,35479,35454,35386,44666,39465,40932,45893,43979,44644,46083,49528,50369,50011,53357,55654,57543,55809,62956,94506,85320,66438,71908,74756,74989,76775,79322,84955,87019,88115,90007,90815,93644,99956,100634,99684,143143,112088,110625,107952,108222,116120,124749,152782,125186,125070,128599,134193,136016,140851,136184,155447,
83,203,391,559,618,895,1122,1430,1683,2140,2345,2552,3302,3443,3835,4224,4845,5294,5874,6295,6887,7584,7877,8492,9366,9564,10398,11876,12516,12740,14133,15422,15039,15962,17699,18762,19797,19467,21665,21344,24028,26405,29146,26677,26884,28252,30221,29182,35268,37726,34556,37619,50076,37114,38316,45169,45114,44841,45280,46213,47193,50966,57029,53443,54872,62243,65083,67312,82532,70118,73451,89856,75315,93359,79158,83950,86930,84473,97645,88720,92626,96257,96559,103473,103835,103446,112474,110651,113669,119282,119899,120531,127297,121548,129830,128968,136566,138216,131542,141091,
106,235,313,552,657,968,1145,1443,1621,22739,2436,2611,3090,3332,3778,4125,4960,5433,5694,6612,6730,7400,7924,8778,9502,9528,10190,10972,12032,12994,13824,15636,16931,17376,17821,18167,19682,21346,20993,21241,22527,26059,28477,26054,28651,30547,30662,30765,48570,36203,34579,35922,44211,38684,39381,44810,43626,43058,47321,46772,49105,52590,52814,82989,56331,58381,64879,67392,65824,67247,70583,72607,74621,84656,81078,81330,86820,87980,97506,92129,92923,96168,94575,101182,101016,109217,107931,113267,116807,113457,120659,119708,120236,127818,123525,135038,134545,132848,132277,142924,
96,198,347,535,695,962,1106,1319,1637,2109,2149,2579,3348,3463,3806,4035,4386,5353,6119,6268,6997,7252,7827,8860,9060,10068,11374,11265,12690,13184,14525,14854,16103,15743,16929,20218,20609,20510,22034,21392,23189,28121,27648,26364,45877,29008,30318,30686,34011,37608,36200,36727,43487,39638,38885,45430,42251,45032,47724,47862,46855,50376,80049,75012,55220,63395,61968,63195,67184,94249,70346,73210,76836,78320,111829,81936,86724,89888,95298,87955,94025,101451,100134,105367,99258,106328,107757,110779,112157,115230,114988,119283,123758,128376,127782,129142,135361,132743,137934,139814,
102,212,340,525,713,941,1061,1358,1629,2231,2423,2689,3279,3617,4053,4175,5034,5297,6118,6139,6762,7796,8014,8472,9458,9486,10983,11725,12392,12667,13424,14766,15767,16544,17223,22831,18199,21018,21633,22149,23135,26498,28447,26294,30831,30158,30668,51936,31678,35451,36877,36524,48479,37456,40182,45245,44721,46322,81568,49184,48759,75363,58277,57113,55614,58332,66719,66739,64500,84824,71364,74561,77691,79546,77756,80293,87043,87876,89057,86602,97830,96591,98189,105976,107392,112142,111660,111521,116821,116208,118238,126200,125082,123712,132422,129476,131881,136554,138695,138887,
